# This file lists special protos that Gazelle knows how to import. This is used to generate
# code for proto and Go resolvers.
#
# Generated by internal/language/proto/gen/update_proto_csv.go
# Do not edit directly.
#
# proto name,proto label,go import path,go proto label
google/protobuf/any.proto,@com_google_protobuf//:any_proto,github.com/golang/protobuf/ptypes/any,@io_bazel_rules_go//proto/wkt:any_go_proto
google/ads/googleads/v1/enums/bidding_source.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/bidding_strategy_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/bidding_strategy_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/billing_setup_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/brand_safety_suitability.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/budget_delivery_method.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/budget_period.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/budget_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/budget_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/call_conversion_reporting_state.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/call_placeholder_field.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/callout_placeholder_field.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/campaign_criterion_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/campaign_draft_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/campaign_experiment_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/campaign_experiment_traffic_split_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/campaign_experiment_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/campaign_serving_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/campaign_shared_set_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/campaign_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/change_status_operation.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/change_status_resource_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/click_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/content_label_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/conversion_action_category.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/conversion_action_counting_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/conversion_action_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/conversion_action_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/conversion_adjustment_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/conversion_attribution_event_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/conversion_lag_bucket.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/conversion_or_adjustment_lag_bucket.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/criterion_category_channel_availability_mode.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/criterion_category_locale_availability_mode.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/criterion_system_serving_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/criterion_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/custom_interest_member_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/custom_interest_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/custom_interest_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/custom_placeholder_field.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/customer_match_upload_key_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/customer_pay_per_conversion_eligibility_failure_reason.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/data_driven_model_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/day_of_week.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/device.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/display_ad_format_setting.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/display_upload_product_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/dsa_page_feed_criterion_field.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/education_placeholder_field.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/extension_setting_device.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/extension_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/external_conversion_source.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/feed_attribute_type.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/feed_item_quality_approval_status.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
google/ads/googleads/v1/enums/feed_item_quality_disapproval_reason.proto,@go_googleapis//google/ads/googleads/v1/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v1/enums,@go_googleapis//google/ads/googleads/v1/enums:enums_go_proto
